,title_rus,title_eng,edibility,divisio,classis,ordo,familia,genus,location,links,article_id
151,Лахнум подбеленный,Lachnum subvirgineum,Несъедобен,Basidiomycota,Agaricomycetes,Helotiales,Hyaloscyphaceae,Lachnum,ЮК ,../../articles.php?article_id=1110,1110
152,Лентинус щетинистый,Lentinus strigosus,Съедобен,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,ВК ,../../articles.php?article_id=2241,2241
153,Лепиота гребенчатая,Lepiota cristata,Несъедобен,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,ЮК ,../../articles.php?article_id=956,956
154,Лепиота кошачья,Lepiota felina,Несъедобен,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,ЮК ,../../articles.php?article_id=158,158
155,Лепиота розоватая,Lepiota subincarnata,Смертельноядовит,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,ЮК ,../../articles.php?article_id=2019,2019
156,Лепиота щитковая,Lepiota clypeolaria,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,ЮК ВК ,../../articles.php?article_id=2374,2374
157,Лептопорус мягкий,Leptoporus mollis,Несъедобен,Basidiomycota,Basidiomycetes,Polyporales,Poriaceae,Leptoporus,ЮК ,../../articles.php?article_id=892,892
158,Леукопаксиллус белоснежный,Leucopaxillus candidus,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucopaxillus,ЮК ,../../articles.php?article_id=70,70
159,Леукопаксиллус лепистовидный,Leucopaxillus lepistoides,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucopaxillus,ЮК ,../../articles.php?article_id=121,121
160,Лимацелла клейкая,Limacella delicata,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Limacella,СК ,../../articles.php?article_id=2511,2511
161,Лимацелла масляная,Limacella illinita,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Limacella,ВК СК ,../../articles.php?article_id=2378,2378
162,Лиофиллум сросшийся,Lyophyllum connatum,Съедобен,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,ЮК СК ,../../articles.php?article_id=2467,2467
163,Лисичка бледная,Cantharellus pallens,Съедобен,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,СК ,../../articles.php?article_id=2477,2477
164,Лисичка желтеющая,Cantharellus lutescens,Съедобен,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,СК ,../../articles.php?article_id=2476,2476
165,Лисичка ложная,Hygrophoropsis aurantiaca,Съедобен,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygrophoropsis,ЮК ,../../articles.php?article_id=2155,2155
166,Лисичка настоящая,Cantharellus cibarius,Съедобен,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,ВК СК ,../../articles.php?article_id=5,5
167,Ложнодождевик обыкновенный,Scleroderma aurantium,Ядовит,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,ЮК ВК СК ЗК ,../../articles.php?article_id=2151,2151
168,Ложноопенок сернисто-желтый,Hypholoma fasciculare,Несъедобен,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,ЮК ,../../articles.php?article_id=61,61
169,Лопастник бокальчатый,Helvella acetabulum,Условносъедобен,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,ЮК ЦК СК ,../../articles.php?article_id=722,722
170,Лопастник кожистый,Helvella corium,Несъедобен,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,ЮК ,../../articles.php?article_id=2065,2065
171,Лопастник крапчатый,Helvella maculata,Условносъедобен,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,ЮК ,../../articles.php?article_id=1164,1164
172,Лопастник курчавый,Helvella crispa,Условносъедобен,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,ЮК ,../../articles.php?article_id=788,788
